persona,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,pos_prop_ADV,pos_prop_AUX,pos_prop_VERB,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_DET,pos_prop_PROPN,pos_prop_CCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_X,pos_prop_PRON,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,connectives,connectives_cap,pos_prop_SPACE,file
human,26.678585148062457,385800081266.6245,184770153.86332592,12.99372144860152,17.675946226495366,16.0122159274455,19.118048725148192,15.649979012450721,18.65851101846337,52.262066422757314,5.8,0.032088122605363985,0.02490421455938697,0.038314176245210725,0.15373563218390804,0.0023946360153256703,0.12021072796934866,0.05747126436781609,0.22988505747126436,0.09482758620689655,0.06609195402298851,0.022988505747126436,0.0028735632183908046,0.12021072796934866,0.02681992337164751,0.007183908045977011,2.8865814176098974,1.3876255460991773,0.4555310572558367,0.10359994823318976,0.42571500279322766,0.349360045582481,6.175104228707564,4.0,4.567182268683634,15.99047619047619,14.0,10.914817572015828,2.29064919594997,1.0,1.8815684142924864,1679,601,0.3579511614055986,10777,105,False,592.0,0.6824712643678161,5.16139846743295,2088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26219069879906504,0.2339808172805674,0.21415330055613765,0.19642137503022486,0.17199967760135407,0.14685258321915048,0.007012170548883694,0.013540743128878858,0.015233336019988716,0.1039272030651341,29,12,,11
continue,12.97207596178121,430230.3155264274,452.3978081245294,12.442323773919043,22.4493340337,16.54766048602984,21.065125860009065,18.980606847114075,23.58986857825568,56.12756972768096,6.017241379310345,0.06414300736067298,0.04311251314405889,0.06309148264984227,0.10410094637223975,0.012618296529968454,0.10410094637223975,0.07781282860147214,0.22082018927444794,0.11251314405888538,0.050473186119873815,0.03680336487907466,0.013669821240799159,0.019978969505783387,0.004206098843322818,0.022082018927444796,2.4068824435792147,1.3632962678272404,0.419384542701776,0.190809585316416,0.3553040224258183,0.35846759031327174,7.04778972520908,5.0,6.027226994738715,14.431034482758621,16.0,8.769288236295163,2.7467144563918757,2.0,7.18756255718494,837,365,0.43608124253285546,5801,58,True,352.0,0.7739221871713985,6.322818086225026,951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06496382695998819,0.03189133323490329,0.03189133323490329,0.018307987597814854,0.018307987597814854,0.0,0.0075298981249077215,0.004429351838181013,0.004429351838181013,0.12933753943217666,17,4,0.050473186119873815,11
create,10.424223767124147,33665.328778868985,41.66501086493686,11.447115384615387,21.313071528751752,18.78746608530847,23.75040817060453,20.832961124896613,23.930603085554,62.88233178696012,8.153846153846153,0.04579207920792079,0.027227722772277228,0.0655940594059406,0.11138613861386139,0.008663366336633664,0.11262376237623763,0.09900990099009901,0.23391089108910892,0.12623762376237624,0.0594059405940594,0.039603960396039604,0.009900990099009901,0.0049504950495049506,0.0012376237623762376,0.01485148514851485,2.8660538912051843,0.9506353425497072,0.474616543193022,0.07826208711037307,0.5609576230574596,0.5260347602133816,7.032258064516129,5.0,4.749585951470012,18.28205128205128,18.0,6.823596757965617,2.523141654978962,2.0,1.8131002803203362,713,336,0.47124824684431976,5110,39,True,283.0,0.8415841584158416,6.3254950495049505,808.0,0.0,0.0,0.0,0.0,0.0010418475429762111,0.0,0.03090814377496093,0.01493314811599236,0.0069456502865080745,0.0069456502865080745,0.004514672686230248,0.004514672686230248,0.007813856572321583,0.006077444000694565,0.0041673901719048445,0.09158415841584158,24,7,0.039603960396039604,11
explain,9.23055955950112,10204.249799420588,14.724747185311093,12.141810434421103,21.373464052287584,18.464267340232748,23.21307189542484,20.28602941176471,23.398496732026143,61.4640522875817,7.823529411764706,0.05483405483405483,0.03607503607503607,0.06637806637806638,0.10678210678210678,0.01443001443001443,0.12987012987012986,0.07792207792207792,0.2352092352092352,0.10966810966810966,0.05339105339105339,0.030303030303030304,0.010101010101010102,0.02886002886002886,0.010101010101010102,0.017316017316017316,3.0759664692703987,1.0368333368350688,0.4887735413558245,0.07917733029561849,0.5624760881517873,0.5292767503997311,6.946078431372549,6.0,4.551667903058271,18.0,18.5,6.324555320336759,2.537581699346405,2.0,1.8293788102961372,612,302,0.4934640522875817,4332,34,True,267.0,0.836940836940837,6.251082251082251,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10640895218718209,0.09460834181078331,0.06958290946083417,0.02726347914547304,0.02726347914547304,0.0,0.007324516785350966,0.013835198372329603,0.01953204476093591,0.0836940836940837,19,4,0.01875901875901876,11
human,9.226403289151936,10161.92619364433,14.232389626952845,25.488601823708223,16.95047886570359,16.439396014739867,19.0143392188336,15.272006420545743,16.5625468164794,51.28116639914393,6.142857142857143,0.036414565826330535,0.0350140056022409,0.03221288515406162,0.17787114845938376,0.0014005602240896359,0.10364145658263306,0.04481792717086835,0.24509803921568626,0.08263305322128851,0.05742296918767507,0.0392156862745098,0.004201680672268907,0.11064425770308123,0.008403361344537815,0.00980392156862745,3.2495442827006924,1.6056090180396174,0.4812625534093563,0.08004344042683009,0.4606786918722921,0.4149566408819877,5.7677902621722845,4.0,4.330712112540261,19.071428571428573,19.0,11.550907730033822,2.1273408239700373,1.0,1.801653851103154,534,284,0.5318352059925093,3255,28,False,202.0,0.6274509803921569,4.565826330532213,714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08088040307610714,0.06231768761601697,0.056748872977989924,0.04295942720763723,0.035003977724741446,0.0,0.008485812781755503,0.013259082471492973,0.012728719172633254,0.09943977591036414,6,1,0.011204481792717087,13
continue,11.898880158823715,147101.80231468996,198.51795184168685,14.66913418290855,19.41893358474754,17.122413403193683,21.6908443327048,19.022519379844965,23.122222222222224,57.980864585515754,6.5813953488372094,0.07152496626180836,0.0620782726045884,0.0931174089068826,0.10256410256410256,0.020242914979757085,0.10661268556005399,0.08502024291497975,0.21997300944669365,0.13360323886639677,0.022941970310391364,0.0310391363022942,0.012145748987854251,0.004048582995951417,0.002699055330634278,0.032388663967611336,3.0688314135600927,0.9347859829534951,0.44829497183620215,0.07754939329393015,0.6290799033428941,0.6658324259446888,6.944444444444445,6.0,4.907086321110471,15.488372093023257,15.0,5.954760038604473,2.454954954954955,2.0,1.854767677125381,666,307,0.46096096096096095,4700,43,True,324.0,0.8839406207827261,6.342780026990553,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047432306255835666,0.03436041083099907,0.022782446311858075,0.0,0.0,0.0,0.004481792717086834,0.015873015873015872,0.01419234360410831,0.09581646423751687,21,9,,13
create,8.64011733914888,5653.99322026634,8.68508943205275,13.338538205980058,19.300297496318112,17.741738981374994,22.390260186548847,18.55944035346097,21.963436426116832,58.89661266568483,7.0285714285714285,0.015360983102918587,0.03533026113671275,0.0706605222734255,0.10752688172043011,0.016897081413210446,0.08755760368663594,0.10599078341013825,0.2672811059907834,0.141321044546851,0.02457757296466974,0.043010752688172046,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.016897081413210446,2.601796059833875,0.9777686554280488,0.5056575634432777,0.0755887089181636,0.41420418785556273,0.4473051414683913,6.725085910652921,5.0,4.70139515479757,16.62857142857143,15.0,8.44845113204854,2.4072164948453607,2.0,1.7223464029701283,582,296,0.5085910652920962,3983,35,True,238.0,0.8310291858678955,6.118279569892473,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02731512325116589,0.0,0.0,0.0,0.0,0.0,0.008660892738174551,0.018876304685765045,0.02109704641350211,0.11981566820276497,9,2,0.039938556067588324,13
explain,11.757798806850762,127745.95023395115,159.08586579570505,20.84319095477389,18.76279279279279,17.388976658221566,21.425363825363828,17.822470547470544,20.81027027027027,58.668514668514675,7.102564102564102,0.048567870485678705,0.052303860523038606,0.06973848069738481,0.14196762141967623,0.014943960149439602,0.10585305105853052,0.0759651307596513,0.23785803237858033,0.11706102117061021,0.026151930261519303,0.034869240348692404,0.007471980074719801,0.0361145703611457,0.008717310087173101,0.0224159402241594,3.1516458442585105,0.8096192919251441,0.4627900155240726,0.09782897998377575,0.5176894866959437,0.4962303619202528,6.521021021021021,5.0,4.256809719443201,17.076923076923077,17.0,5.045356409786641,2.3468468468468466,2.0,1.7376239249250798,666,321,0.481981981981982,4480,39,True,305.0,0.788293897882939,5.579078455790785,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09698149951314508,0.07867575462512172,0.07867575462512172,0.05024342745861733,0.05024342745861733,0.05024342745861733,0.004673807205452775,0.010126582278481013,0.014021421616358325,0.07721046077210461,18,7,,13
human,18.912638621815866,163551522.6358681,127475.85552289018,3.941785793177445,23.680848489579272,18.675535897993942,24.80626544896313,24.132203444956154,29.169084380610403,66.86306039080998,8.18840579710145,0.06391270459859703,0.037412314886983634,0.060015588464536244,0.12392829306313329,0.005455962587685113,0.10366328916601715,0.10366328916601715,0.2642244738893219,0.13717848791894,0.027279812938425563,0.043647700701480906,0.005455962587685113,0.005455962587685113,0.004676539360872954,0.014029618082618862,2.891009517154115,1.5300358676947599,0.45438053965907826,0.11129325360441629,0.4911852200679919,0.4932980916685244,7.959605026929982,7.0,5.306171860022029,16.144927536231883,14.0,10.260767214751962,2.79443447037702,2.0,2.0075990049202694,1114,596,0.5350089766606823,9036,69,True,471.0,0.8620420888542478,7.0428682774746685,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007289204097714736,0.0021670606776989757,0.0,0.0,0.0,0.0,0.005417651694247439,0.003447596532702916,0.0035460992907801418,0.10288386593920498,27,3,,12
continue,15.295369620261468,4392326.592873384,4570.579180929641,19.28148543236216,19.928180312867664,17.23199466473207,21.455017647827795,19.845781297660032,23.7181986143187,59.06479585167109,6.981132075471698,0.05931321540062435,0.05931321540062435,0.08220603537981269,0.09885535900104059,0.012486992715920915,0.09053069719042664,0.08324661810613944,0.2518210197710718,0.14464099895941726,0.002081165452653486,0.05619146722164412,0.022892819979188347,,,0.019771071800208116,2.7458186806286897,0.6117248438148549,0.4745071020540678,0.09445666239163221,0.6898976653241194,0.6913426518440247,7.028868360277136,6.0,4.552779813605071,16.339622641509433,16.0,5.487355606821357,2.4699769053117784,2.0,1.75316256613594,866,373,0.43071593533487296,6182,53,True,430.0,0.8844953173777316,6.432882414151925,961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10178189593727727,0.07712045616535994,0.07712045616535994,0.01767640769779045,0.01767640769779045,0.0,0.00684248039914469,0.03720598717034925,0.03991446899501069,0.037460978147762745,25,6,0.01664932362122789,12
create,13.266698945383737,577635.8578411503,599.8295512369161,18.233784962916275,19.955078141474733,17.381789219933196,21.11709271538696,20.476423299514984,23.755545350172216,58.188828229339954,7.183673469387755,0.0695742471443406,0.04153686396677051,0.08203530633437175,0.09553478712357218,0.01973001038421599,0.10072689511941849,0.07580477673935618,0.2502596053997923,0.13395638629283488,0.020768431983385256,0.0446521287642783,0.016614745586708203,0.0020768431983385254,0.004153686396677051,0.021806853582554516,2.7872358536511324,0.7095373240589916,0.4883506219394529,0.08135758036416059,0.6077780874135593,0.5755092460424343,7.010332950631458,5.0,4.679744441814512,17.775510204081634,19.0,6.618666571800652,2.4247990815154994,2.0,1.7012267944090316,871,403,0.4626865671641791,6198,49,True,400.0,0.8785046728971962,6.43613707165109,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07712009106431417,0.058907228229937394,0.042686397268070574,0.0,0.0,0.0,0.007683551508252703,0.009391007398975526,0.0,0.04984423676012461,23,9,0.020768431983385256,12
explain,12.516495584612402,272800.37637176894,346.6332609552337,5.767295597484292,22.55666666666667,19.07868634621552,24.436679704476315,23.15819426336376,26.90203389830508,67.44763146458061,8.948717948717949,0.060991105463786534,0.04066073697585769,0.06353240152477764,0.10038119440914867,0.01397712833545108,0.09783989834815757,0.11181702668360864,0.27064803049555275,0.1372299872935197,0.0038119440914866584,0.05082592121982211,0.007623888182973317,0.0025412960609911056,0.0012706480304955528,0.01905972045743329,3.05010840045503,0.8354588051840374,0.4804885659415764,0.08881183970378873,0.7151749330131631,0.7008049093388222,7.53954802259887,6.0,4.836287718050036,18.153846153846153,17.0,7.252014615010877,2.632768361581921,2.0,1.7805127546601527,708,343,0.4844632768361582,5417,39,True,309.0,0.8792884371029225,6.883100381194409,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060039370078740155,0.0505249343832021,0.0505249343832021,0.0505249343832021,0.030183727034120734,0.030183727034120734,0.0063976377952755905,0.013779527559055118,0.011811023622047244,0.060991105463786534,26,9,0.017789072426937738,12
human,12.95960241139693,424897.14693101053,523.2723484372051,10.571329046087897,22.26653914327918,19.751784680881123,24.0340521910389,22.315460364352532,23.41429837518464,64.66415558838011,9.5,0.06527093596059114,0.03078817733990148,0.04926108374384237,0.1330049261083744,0.011083743842364532,0.10591133004926108,0.09236453201970443,0.21305418719211822,0.1268472906403941,0.06773399014778325,0.03694581280788178,0.0049261083743842365,0.020935960591133004,0.013546798029556651,0.012315270935960592,3.371107310581733,1.0760057073275917,0.4707934636245766,0.08118719763705784,0.4600444563728725,0.48170624018114594,6.892171344165436,5.0,4.818589144282225,22.566666666666666,23.0,10.83723006840565,2.462333825701625,2.0,1.8624365453905245,677,390,0.5760709010339734,4791,30,True,289.0,0.7967980295566502,5.91256157635468,812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02376599634369287,0.02376599634369287,0.02376599634369287,0.014625228519195612,0.014625228519195612,0.014625228519195612,0.013893967093235832,0.01736745886654479,0.008775137111517367,0.10467980295566502,13,1,0.01600985221674877,49
continue,14.188231883637922,1451679.7375863136,1732.314722656699,17.399017572990175,20.63223378212975,18.44314601497714,23.332925336597306,21.20145930232558,24.714263157894738,61.753365973072206,7.790697674418604,0.07517899761336516,0.060859188544152745,0.08591885441527446,0.09307875894988067,0.015513126491646777,0.09188544152744631,0.08353221957040573,0.23627684964200477,0.14558472553699284,0.0011933174224343676,0.05369928400954654,0.022673031026252982,,0.002386634844868735,0.032219570405727926,3.067619852517316,0.6360220259142004,0.4717421226872685,0.07268934182296517,0.759814651239486,0.7718011329813701,7.175,6.0,4.63932348176122,17.674418604651162,18.0,5.630981286008221,2.485526315789474,2.0,1.6826673645833257,760,365,0.48026315789473684,5531,43,True,393.0,0.9069212410501193,6.600238663484487,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026073131955484895,0.026073131955484895,0.01875993640699523,0.0,0.0,0.0,0.004451510333863275,0.005087440381558029,0.007631160572337043,0.0405727923627685,22,7,,49
create,12.074834581894734,175401.79311889532,207.8220297617243,14.85979532163742,20.387172452407615,17.941981484449283,23.0996640537514,21.007119540873454,25.25478947368421,60.64389697648376,7.191489361702128,0.06279620853080568,0.02962085308056872,0.07464454976303317,0.0995260663507109,0.015402843601895734,0.11018957345971564,0.0995260663507109,0.25829383886255924,0.1362559241706161,0.015402843601895734,0.041469194312796206,0.011848341232227487,0.0035545023696682463,0.01066350710900474,0.030805687203791468,2.892751300561399,0.6875135385998655,0.4459495752017224,0.07266690598387167,0.5948002688262773,0.599709761970573,7.293421052631579,6.0,4.6729297562584025,16.170212765957448,16.0,5.828467003793118,2.514473684210526,2.0,1.7538832064704477,760,374,0.4921052631578947,5627,47,True,354.0,0.8992890995260664,6.6670616113744074,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014093329157532102,0.014093329157532102,0.0,0.0,0.0,0.0,0.012057626056999686,0.005637331663012841,0.0,0.0462085308056872,26,9,,49
explain,13.533107330659282,753969.6020993388,884.9408475344352,14.20310291858678,21.15829268292683,18.786814345861128,23.60212534408809,21.7969348953332,24.97112860892388,63.204788425837016,8.292682926829269,0.07981220657276995,0.05868544600938967,0.08685446009389672,0.1056338028169014,0.028169014084507043,0.09859154929577464,0.0892018779342723,0.22300469483568075,0.12793427230046947,0.01056338028169014,0.045774647887323945,0.014084507042253521,0.0011737089201877935,0.0011737089201877935,0.029342723004694836,3.304865953825068,0.844892839475386,0.47347911348185684,0.06771960230323393,0.7355492666363717,0.7452066219769992,7.2047244094488185,6.0,4.663487339201747,18.585365853658537,17.0,6.108672802068913,2.5,2.0,1.757062987262366,762,355,0.4658792650918635,5580,41,True,380.0,0.8931924882629108,6.549295774647887,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06404795709102382,0.04574854077930273,0.03880738286796025,0.03880738286796025,0.01956144502287427,0.01956144502287427,0.01609086606720303,0.008518693800283956,0.012620287111531788,0.06103286384976526,23,2,,49
human,12.907691369925143,403403.0115628368,326.1139947961494,22.994770080915742,18.453823529411768,17.74861890252126,21.55646394150881,17.04286806247923,19.076779661016946,56.32760053173811,7.0,0.07033144704931285,0.021827000808407437,0.04850444624090541,0.12287793047696038,0.0137429264349232,0.10347615198059822,0.08003233629749394,0.18674211802748586,0.08407437348423606,0.14308811641067098,0.016976556184316895,0.004850444624090542,0.04042037186742118,0.054163298302344384,0.00889248181083266,2.8053323402716766,1.49568548964424,0.4259993416280595,0.18634521247632735,0.3049944719718769,0.29582901549886687,6.203389830508475,5.0,4.161586484547829,18.50980392156863,18.0,12.389705639921644,2.2733050847457625,2.0,1.6478951932511505,944,448,0.4745762711864407,6149,51,True,339.0,0.7202910266774454,4.970897332255457,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08282941920967515,0.0656729011390803,0.05526648853888342,0.05329770777668401,0.05329770777668401,0.05301645338208409,0.04218815918998734,0.047110111095485865,0.06707917311207988,0.08003233629749394,29,5,,75
continue,13.58679561121204,795555.2768020314,783.0268472460939,13.953297274807568,21.57286922624301,19.58285513232604,24.177003040109838,21.46438217122683,23.193872707659114,64.11025301559282,9.068181818181818,0.06791338582677166,0.047244094488188976,0.07578740157480315,0.08661417322834646,0.017716535433070866,0.1171259842519685,0.125,0.2234251968503937,0.13582677165354332,0.013779527559055118,0.025590551181102362,0.007874015748031496,0.011811023622047244,0.001968503937007874,0.027559055118110236,3.365140732306476,0.7920761900742553,0.4624087407743944,0.06363602528935046,0.6569104069887206,0.6750585252330417,6.8705501618122975,6.0,4.326041415099224,21.068181818181817,20.5,7.56606577024476,2.453074433656958,2.0,1.6055824733105506,927,393,0.42394822006472493,6457,44,True,434.0,0.8858267716535433,6.356299212598425,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03780255643187381,0.029099809627413653,0.029099809627413653,0.029099809627413653,0.029099809627413653,0.029099809627413653,0.005711177590426979,0.019037258634756596,0.018357356540658145,0.10531496062992125,25,3,0.014763779527559055,75
create,13.923872606589729,1114451.1578644358,1018.6939285780949,8.749858367639831,21.186339132865182,18.611409270416594,24.071334241693748,21.150961115187087,24.996757852077,63.7244348950145,7.948275862068965,0.050274223034734916,0.03016453382084095,0.0712979890310786,0.09689213893967093,0.014625228519195612,0.10146252285191956,0.11608775137111517,0.253199268738574,0.1380255941499086,0.02010968921389397,0.0356489945155393,0.010968921389396709,0.005484460694698354,0.0009140767824497258,0.014625228519195612,2.7266434461828117,0.8474090134849284,0.46519993122151415,0.09778133368604551,0.5107415293735501,0.5342108907976321,7.23404255319149,6.0,4.75253211133958,17.017241379310345,18.0,7.062507563158221,2.554204660587639,2.0,1.6998271712191073,987,477,0.48328267477203646,7246,58,True,404.0,0.8592321755027422,6.624314442413163,1094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07194597912829957,0.026396562308164517,0.014978514426028239,0.0,0.0,0.0,0.00847145488029466,0.003069367710251688,0.0033149171270718232,0.09323583180987204,17,5,0.04021937842778794,75
explain,11.220092434733036,74614.6714236821,99.3537568890574,25.43421926910301,18.939309844117016,18.026119701940384,21.875908605594702,18.280999359385007,20.29572496263079,58.12773862908392,7.457142857142857,0.08255659121171771,0.05725699067909454,0.07723035952063914,0.10252996005326231,0.023968042609853527,0.09187749667110519,0.08788282290279627,0.2303595206391478,0.15312916111850866,0.002663115845539281,0.02529960053262317,0.011984021304926764,0.010652463382157125,,0.02663115845539281,3.3464593725841167,0.8528325645229994,0.463444402140969,0.07020124344421173,0.7199738701969823,0.6904307274204312,6.402092675635276,5.0,3.928896639587912,19.114285714285714,19.0,3.823023699126338,2.294469357249626,2.0,1.4918761257629802,669,276,0.4125560538116592,4365,35,False,342.0,0.8668442077230359,5.812250332889481,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2089820359281437,0.17285429141716566,0.1497005988023952,0.1497005988023952,0.11976047904191617,0.11976047904191617,0.016766467065868262,0.03832335329341317,0.013173652694610778,0.07456724367509987,27,5,0.015978695073235686,75
human,15.829731696710706,7494887.629745445,7077.325429410241,19.040540540540547,19.489263626834383,17.38399330085876,21.798532494758913,18.469832285115302,22.019814814814804,57.27410901467505,6.679245283018868,0.044381491973559964,0.04154863078375826,0.039660056657223795,0.15769593956562794,0.0066100094428706326,0.09631728045325778,0.07837582625118036,0.21340887629839472,0.12464589235127478,0.11992445703493862,0.03777148253068933,0.0066100094428706326,0.0084985835694051,0.015108593012275733,0.009442870632672332,2.7784170993814588,1.4187633707160905,0.40241839333366536,0.14130415189183085,0.4255077342610233,0.4181715487411209,6.7407407407407405,5.0,4.467724523095187,16.30188679245283,16.0,11.858576874845397,2.4340277777777777,2.0,1.7951321727791838,864,437,0.5057870370370371,6027,53,True,345.0,0.8158640226628895,5.691218130311615,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025860816504431207,0.020921109981112886,0.020921109981112886,0.019177684149353478,0.00973412756065669,0.00973412756065669,0.01685311637367427,0.020339968037193085,0.01220398082231585,0.11898016997167139,13,6,,61
continue,14.063784396537656,1281810.893404865,1382.751772820782,24.150257069408752,20.128797766749383,18.903936251131103,23.19647642679901,20.066426799007445,21.957766749379655,61.58920595533499,8.35,0.05501618122977346,0.038834951456310676,0.06580366774541532,0.1111111111111111,0.016181229773462782,0.10355987055016182,0.09169363538295577,0.23624595469255663,0.1423948220064725,0.036677454153182305,0.03344120819848975,0.011866235167206042,,0.022653721682847898,0.020496224379719527,3.4738927402967095,0.7452282878521537,0.46102563451312195,0.0698426543960814,0.6317270724819257,0.5992876642236584,6.671215880893301,5.0,4.7075611278297815,20.15,19.0,5.373778931068899,2.361042183622829,2.0,1.7133024734314135,806,352,0.43672456575682383,5498,40,False,382.0,0.8554476806903991,5.930960086299892,927.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534645543286926,0.11969915186429829,0.09681549047847655,0.0689710353656585,0.01632261161785886,0.01632261161785886,0.01024163866218595,0.012802048327732437,0.024963994239078253,0.07874865156418555,22,4,0.014023732470334413,61
create,12.207275274261765,200240.67043590156,221.50516641139552,23.238641914997544,19.298757763975157,18.33719511268659,22.969533635119486,19.605912201284347,22.57259079903147,62.02431834929992,7.913043478260869,0.048672566371681415,0.034292035398230086,0.08517699115044247,0.08628318584070796,0.01991150442477876,0.09623893805309734,0.11504424778761062,0.24004424778761063,0.1581858407079646,0.018805309734513276,0.029867256637168143,0.016592920353982302,0.004424778761061947,,0.022123893805309734,2.985748101065897,0.6763472021192228,0.4346174502894902,0.0786400159923854,0.6325760427448485,0.6383723406629129,6.806295399515738,6.0,4.645678986897488,17.956521739130434,18.0,5.429214538991526,2.36319612590799,2.0,1.5811545886488552,826,360,0.4358353510895884,5700,46,True,367.0,0.8871681415929203,6.3053097345132745,904.0,0.0,0.0,0.0,0.0,0.0009257830581700355,0.0009257830581700355,0.11618577380033945,0.07622280512266626,0.069742323715476,0.069742323715476,0.05554698349020213,0.04598055855577843,0.00833204752353032,0.010029316463508717,0.009720722110785373,0.04092920353982301,15,9,0.024336283185840708,61
explain,11.583899331657623,107355.31700011723,142.94982290295238,22.62093533065402,20.015259489786974,18.712626284849275,22.97608486017358,19.652803541684932,21.669388971684054,61.76211975103006,8.294117647058824,0.06258322237017311,0.06524633821571238,0.07723035952063914,0.10785619174434088,0.019973368841544607,0.11451398135818908,0.085219707057257,0.23302263648468707,0.12383488681757657,0.015978695073235686,0.033288948069241014,0.005326231691078562,0.002663115845539281,0.0013315579227696406,0.03195739014647137,3.337851354635543,0.7411974274023647,0.49459583257315626,0.09039549292668969,0.6474564337369167,0.6376025220379233,6.6274217585693,6.0,4.0987903852743885,19.735294117647058,19.0,5.2373591432942375,2.3651266766020864,2.0,1.6156573522653845,671,323,0.481371087928465,4527,34,True,328.0,0.8708388814913449,6.027962716378163,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04895510835913313,0.01934984520123839,0.013157894736842105,0.0,0.0,0.0,0.008126934984520124,0.022058823529411766,0.02786377708978328,0.07456724367509987,21,6,0.019973368841544607,61
human,8.81337336805952,6723.562103882,9.887591329238235,7.325757575757592,23.58324171952079,21.19438992294339,26.436081747709654,23.769307610993657,24.724728682170532,69.9661733615222,10.909090909090908,0.061764705882352944,0.027941176470588237,0.045588235294117645,0.21029411764705883,0.008823529411764706,0.06764705882352941,0.09852941176470588,0.1661764705882353,0.08823529411764706,0.1264705882352941,0.03676470588235294,0.004411764705882353,0.004411764705882353,0.022058823529411766,0.011764705882352941,4.119031217212102,1.3101593276936125,0.44005452367923825,0.06592532284304084,0.6012248874065422,0.5605801947414875,7.1065891472868215,6.0,4.726458922648024,23.454545454545453,23.0,8.993569787390387,2.544573643410853,2.0,1.8000725686284387,516,293,0.5678294573643411,3821,22,True,188.0,0.7352941176470589,5.633823529411765,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02698961937716263,0.0223760092272203,0.0223760092272203,0.0223760092272203,0.0223760092272203,0.01914648212226067,0.019377162629757784,0.02306805074971165,0.01384083044982699,0.0838235294117647,15,1,0.01911764705882353,60
continue,13.254361550036798,570553.1170224241,675.2107893756498,17.49291101055809,19.976499460476443,18.174537012384086,23.501767977201673,19.971969399330433,23.864395318595573,63.695902387737604,7.74468085106383,0.07810650887573964,0.0650887573964497,0.07218934911242604,0.08994082840236686,0.009467455621301775,0.1076923076923077,0.11597633136094675,0.2591715976331361,0.12189349112426036,,0.04970414201183432,0.016568047337278107,,,0.014201183431952662,2.8514519210324463,0.5497830671208046,0.45331238811963437,0.08417489679412822,0.7441441902647847,0.7370396713415782,7.05331599479844,6.0,4.153556773132822,16.361702127659573,15.0,5.129910338542461,2.47334200260078,2.0,1.5238474981862948,769,328,0.4265279583875163,5500,47,True,369.0,0.9100591715976332,6.508875739644971,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12890874282067646,0.11391193363114231,0.11391193363114231,0.09444798978940651,0.07338864071474155,0.048500319081046586,0.025526483726866625,0.041480536056158264,0.03828972559029994,0.023668639053254437,32,7,,60
